Original,Translation
mani nabola mbu obulwaye buno no bubi sana mana bandu bafuale thimasiki nende okhwikhala are nende bandu bandi,akasema kwamba huu ugonjwa ni mbaya sana na watu wavae barakoa na wakae mbali na watu wengine
bana besikuli nabo banyala khuikhala mumadala bikuli ni bifunga biosi musibala siefwe sya kenya ikhuae hala mudala,wanafuzi wa shule waaliweza kukaa nyumbani shule zikafungwa zote nchini kenya tukasalia nyumbani
korona ni buluaye bubi sana buuma mubayo kwoosikwoosi khulwa khubwa bunyala khudira buri mundu,korona ni ugonjwa mbaya sana ambao hauna mzaha wowote kwa kuwa unaweza kumpata kila mtu
omuyaka kwa ikhoma ya korona khandi burulama nende butsafu kwa ibyo khube nikhuosya makhono kefwe khulwa thisekondi tsidaru,maradhi ya homa ya korona huweza kutoka iwapo tunanawa mikono zetu viini zikiwa zimejikusanya kwa mikono
omundu yesiyesi anyala okhunyola obulwaye bunoni noobona tsidalili tsosi tsosi otse musibitali,mtu yeyote huweza kupata ugonjwa hu una iwapo anaona dalili zozote aende hospitalini
basaba mwesi mube tsonjo nende obulwaye buno mulabunyola khaba,nawaomba nyote muwe waangalifu na huu ugonjwa usiwapate
lila riange nangwangwa lavenda juma,jina langu naitwa lavenda
esie ndi mumarachi ndulanga vutula,mimi ni mumarachi kutoka butula
wefu ni nyapera lukongo lwo vukati,kwetu ni nyapera kijiji cha bukati
ndi mwana wa kalara akinyi baba wanje akholanga ikasi yo khurinda na mama wanje akholanga ikasi yo mukunda,mimi ni mtoto wa clara akinyi baba yangu hufanya kazi ya ulinzi na mama yangu hufanya kazi ya shambani
wefu hurio nende thingombe,kwetu tuna ngombe
mungo wefu hwaruka thingombe huri nende mukunda thiweka mahumi kaviri nende inusu,kwetu tumefuga ngombe tuko na shamba ekari ishirini na nusu
jirani wefwe yamenya nende mwana ulari waye mana yamenya nahuyananga nende jirani oyo sana,jirani yetu anaishi na mtoto asiye wake hivyo kila mara hupigana na jirani huyo sana
siri wa nyasaye sivulawo silawethanga,hakuna kisichoisha kilicho kwa mungu
kuhu wanje yafwa mwaka kwa elfu kumi nende munane,nyanya yangu aliaga mwaka wa elfu kumi na nane
ndari ndamjama sana kama mathi,nilikuwa nampenda sana kama maji
sindamenya siengane dawe mbethanga nende vecha vaangi sana,siishi peke yangu nina rafiki wengi sana
kata ngorurwe lumarachi vilayi lakini ndemere winyarirwa,hata sijui kimarachi vizuri lakini nimejaribu nilipowezewa
isaino sivulawo silavwethanga isaino maisha ni malai,saizi hakuna kisichoisha sai maisha ni mazuri
yari inyanga ya husasaba ingolobe,ilikuwa siku ya alkhamisi jioni
huari huihale mnyumba ya hootha nindolanga esingangariro,tulikuwa tumeketi chumbani mwa mjomba tukitizama televisheni
ngahuari nihuihale nihuurira chimbungu nichirula voreka wefwe,tulipokuwa tumeketi tulisikia nduru zikitokea kwetu
huaurira omundu niyooba oluungu luhongo nirulula lufwana nende lua mama wange,tulisika mtu akipiga nduru ya juu inayofanana na ya mamangu
omukhana wefu yapara mbu ni jirani wefu ni ufuire,dadangu alifikiria kuwa ni jirani yetu aliyekufa
nga huvere muungo jirani avere muhali imbi,kwa sababu tulipokuwa nyumbani jirani alikuwa hali mbaya
huavuha munyumba mwa hootha thimbiro nga simuna,tuliinuka chumbani mwa mjomba mbio kama kidiri
huari huula msirivua hulola vandu veethule ridala,tulipofika kwenye lango kuu tukawaona watu wamejaa boma
huari huula ambi huthia munyumba hunyola vakonie jirani humaturesi ya bulu akari wovueru,tulipokaribia kwa nyumba tulipata wamemlaza jirani kwa godoro la bluu
ndari sialolaho mundu ufuire mbu avetsanga arie,sikuwa nimewahi ona maiti huwa aje
ndari suda ambi ni sindu simborera mbu diraho mihono kiya jirani wao,nilipokaribia na kitu kikaniambia niguze mikono ya jirani yangu
ndari nithiya khudira khundama ya jirani wange indama yari inyirire nga maathi ka msiongo,nilipoguza shavu la jirani yangu shavu lilikuwa baridi kama maji ya mtungi
huarira viha virambi nikhupara mbu nyasaye alarulorerakho sisa yamukalusiria vulamu lakini sivianyarikha dawe,tulilia muda mrefu tukifikiri kuwa mungu atatuhurumia amrudishie uzima lakini haikuwezekana
thiari thiula musaa thirano nende thidakika ekhumi na thirano khualanga mundu ukinganga milambo yamkova mumochari,ilipofika mida ya saa tano na dakika kumi na tano tuliita mtu wa kubeba maiti na kumpeleka makavani
huola mumochari huamrayo khuamala khuavwao,tulifika makavani tukamweka kule kisha tukaenda
nandaulira yathia nako nabukhue,asieskia alienda nayo ukwe
khale khale yamenyao muinda mulala yamanyihana khulira makesi,hapo kale kuliishi bwenyenye mmoja aliyejulikana kwa jina makesi
makesi yadeshia muhaye mulala bushi inyuma banyalirwa khuivula bana babiri bali mbu ni mhana nde musiani,makesi alioa mke mmoja mithili ya asali waliwezewa kuzaa watoto wawili ambao ni msichana na mvulana
humera nandaulira nende shauriako nandaulira nali musiani shauriako nali muhana,kwa majina nandaulira na shauriako nandaulira akiwa mvulana naye shauriako akiwa msichana
makesi nende muhaye waye bamenya muluivulo lulia lwa huhonyana mu mabi nde malayi,makesi na mke wake waliishi kwa kizazi kile cha kusaidiana kwa mabaya na mazuri
luwivulo luno lwehihirira sa khumiruko nende vulimi,kizazi hiki kilijitegemea kwa ufugaji na kilimo
bana bano samwana yabasomia bosi bali bana,watoto hawa babayo aliwasomesha wote wakiwa wachanga
musungu inyuma musiani naye opara mbu yebulirwa mumathi naye muhana bila hudonga inyuma yaani situnguo muhana waiti yaani muhana siyombo,mvulana alikuwa mtanashati kipimo zaidi ya mzungu naye msichana bila
muhana yebulua yebulukha abulao musiani yabira naye bila humusakula,msichana aliumbwa akaumbika hakuna mvulana angempita bila kumwita
yakendanga na mshaliro nako sikasinda da hubula basiani bakutanire nabo lakini para mbu buluma bwira ifisi,alitembeanga na majasusi amabao hawangekawia kusema wavulana amabao amekutana nao lakini tafakari kwamba tamaa iliua fisi
basiani balonda muhana mpaka wabu aii yesi yalola yesi yolere,wavulana walimfwata msichana hadi kwao aii yeye pia aliona amefika kubalehe
biaba mbu mwibusi siyaha mubolera siosi siosi yalonda da manya mbu yali yehalire marebo ka ikilasi ya munane,ikawa kuwa mzazi hangeweza kumwambia chochote akatii jua kwamba alikuwa akaulie mtihani wa darasa la nane
nndio muhana ya lolipopu hane bima biabola samuana yatema humukololosia yaani humukerera lakini sibi ni siba isa,hivyo msichana wa peremende kumbe tabia zilioza babaye alijaribu kumrekebisha yaani kumba mawaidha lakini kibaya ni kibaya tu
muhana yehalira marebo kai ikilasi ya ehumi nde thibiri nakoruvwe mbuu butuakani nende masomo sibyahathiania da,msichana aliukalia mtihani wa darasa la kumi na mbili asipojua kuwa anasa na masomo haziambatani
muhana bamuonya lakini yomarania likosi mana huulira ao ndahamanya mbuu ndekesibwa nende mamuao sialo silakhuekesia,msichana alionywa lakini alikaidi na kufikia hapo nimejua kuwa ukikaidi kufunzwa na mama yako utafuzwa na ulimwengu
mwitsa wa ndamjama,rafiki ninaye mpenda
mwitsa wa ndamjama alangwa joan,rafiki ninaye mpenda anaitwa joan
mwitsa wange oyo huwathakana nihusiri mu nasari,urafiki wetu ulianza tukiwa shule ya chekechea
huari khuajamana mpaka bandu babulanga ati khurimakhuana,tulikuwa tumependana hadi watu wakasema sisi ni mapacha
lakini khuarithingi sa bubatsa buhaya,lakini ulikuwa tu uongo
mwitsa wange oyendio khuwakhonyananga burisinduna khuwakholanga bindu khulala,tulikuwa tunafanyia mambo yetu pamoja na kusaidiana kila kitu
mwitsawange oyendio abetsanga mulafu kama riuba khuarithingi nende bujamani mpaka husiri khubetsanga ninabwo,huyo rafiki yangu mweupe kama mwangaza tulikuwanga na upendo na tena bado tunao
mhana oyendio yarinende mima milai kabisa,huyo msichana alikuwa na tabia nzuri sana
mima kiae milai ekiendio yantsekesia mpaka yakera balimu musikuli barumanya hubera hubira marebo nende emima milai musikuli silamba khubera bima bilai siniburumwa dawe,hiyo tabia yake nzuri alinifunza hadi akafanya walimu kwa shule wakatujua kwa sababu ya kupita mtihani na tabia nzuri katika shule yote
khubera bima bilai siniburumwa dawe,kwa sababu heshima si utumwa
ndamjama mwitsa wange oyendio sana,nampenda sana huyo rafiki wangu
ingombe,ngombe
kharekhare tsinyanga tsia bakuka befu balitsingi nende tsingombe tsingombe etsio tsabakhonyanga lukari,hapo zamani enzi za babu zetu walikuwa na ngombe ngombe hao walikuwa wakiwasaidia sana
tsingombe tsino khubera tsina tsikhonye ni khubera tsiri nende tsifaida tsinyingi lukari,ngombe hawa mbona wanasaidia ni kwa kuwa wana manufaa mingi zaidi
beebusi befu baba baraaka ebindu bisabi khubera tsingombe etsio abulao owakhaya tsisolo tsino,wazazi wetu walikuwa wamepanda vitu vingi kwa sababu ngombe hao akuna asiyependa wanyama hawa
tsikhurerera amabere nikhungwa itsiri nende ingolobe noongwa amabeere ako ni malayi lukari kabula bubi buosibuosi obunyala khunyasia obulamu buefu,hutuletea maziwa tukinywa asubui na jioni ukinywa maziwa hayo ni nzuri zaidihayana ubaya wowote ambao unaweza dhuru afya yetu
inyama yosi khuria khuritsanga ingombe muno muno mundu naafwire mumasika khuritsanga mpaka khwerusiakho beene niindali lukari ikhurerera amaani mumubiri,nyama pia tunala tunakula ngombe sana sana mtu akifa kwenye matanga tunala hadi tujitoe wenyewe nimzuri sana hutuletea nguvu mwilini
tsingombe tsiefu stibestanga nende ameera mangi tsingombe etsio ni tsiduasi,ngombe wetu huwa na majina mengi ngommbe hao ni wa kiume
lisero liario likaasianga tsingubo tsiabakuuka befu mumadala nibatsia khukeenda,ngozi yake hutengeneza nguo za babu zetu kwa maboma wakienda kutenbea
yari oludalu ya kine khwari khuthire khwiba khwiba misabibu ekio mundu esiro,ilikuwa siku ya alkhamisi tulikuwa tumeenda kuiba mizabibu ya mtu usiku
ngakhwali nikhwemele hwali nende mukhana wefwe mukhongo ni mukhana wefu yambolela mbu anine msala yaakule mizabibu nasi mbusie ninda mbagi ya huali nayo,tulipokuwa tumesimama na dadangu mkubwa aliniambia kuwa apande mti achume mizabibu nami nikusanye nikieka ndani ya mfuko tuliokua nao
mukhana wefwe yaakula mizabibu ndaabusia nga yali naamborere khukibusia,dadangu alichuma mizabibu nikakusanya kama alivyoniambia nikusanye
khwali khuthia mdala nikhunyola mama wange yeekhale niyeunamire biesisa nimreba mbu oparanga sina mwikho wao afwire,tulipokuwa tukienda nyumbani tulimpata mamangu amekaa na kujihurumi nikamwuliza unafikiria nini jamaa wako ameaga
mama yange yamborera mbu mwanange mbaranga mbu bekho bange bafua kata nisiebulwa mana,mamangu aliniambia mwanangu nafikiria kuwa jamaa zangu waliaga hata kama sijazaliwa
ndekhala asi ninjaka khulomba mama nimborera mbu rekhanga khueunamira omanyire niweunamira emburiranga bibi,nilikaa chini nikaanza kumbembeleza mama nikimwambia kuwa usiwe unajihurumia unajua ukijihurumia hua najihisi vibaya
ngakhuamala khuelewana ndamweresia mizabibu yandeba mbu ewinie yena mizabibu kino,tulipomaliza kuelewana nilimpa mizabibu akaniuliza kuwa umetoa wapi mizabibu hii
ndamborera mbu khurula khukikula khusiro nende nancy yari akhaire khukiria khuamkadia mpaka ngayakiria,nilimwambia kuwa tumetoka kuinunua sokoni na nancy alikuwa amekata kuila tukamdanganya mpaka alipoila
yakhuborera mbu nemwibire mizabibu kino mana mundu yetha khuundeba mbu bana vao bebere mizabibu mulalola sietha khuikhorekha,alituambia kuwa iwapo mmeiba mizabibu hii na mtu aje kuniuliza kuwa watoto wako wameiba mizabibu mtaona kitakachofanyika
aleetha khubabukula,atakuja kuwachukua
solumarachi no lukuwa lwa bakukhu befwe kata efwe khwakharula mlwibulo olo nano fwesi nga khwenyola mbu khulusunganga nano kata nende lwiblo lwa sai nalwo lwadonga husungwa kata ngefwe khurula mulwivulo luo husunga olumarachi ni bulala burio kata nende befwe beene ni viene viryo,kimarachi ni jina la nyanya zetu na hata sisi tulitoka kwa uzao huo na sasa tulijipata tukikizungumza na hata uzao wa sai ulibaki kukizungumza na hata kama sisi kuzungumza kimarachi ni umoja na ni vivyo hivyo
solumarachi lusungwangwa avundu ali nende avandu vaangi nende kata avadidi,kimarachi kinatumika pahali palipo na watu wengi na hata watu wachache
slakini kama efwe avamenyi vaangi va busia sana khusunganga olumarachi,lakini hata kama sisi wakaazi wa busia wengi tunaungumza kimarachi
snende kata avandi varula mu luhya luno lwa vamarachi nivatsia avundu undi nalwo nivalusunga sa olumarachi,na hata watu wengine hutoka katika jamii hii ya marachi na kwenda sehemu zingine na bado huongea kimarachi
sna awendio ni avundu avalasunga lumarachi lakini basunga sa lumarachi,ingawa sehemu hiyo hawaongei kimarachi watu hao wanaongea tu kimarachi
snonyala khub omumenyi womvamarachi onyala weyekesia lurimi lwefu luno khaandi wamanya khaandi waludira zaidi,ukiwa mkaazi wa wamarachi unaweza kujifunza lugha hii na tena ukajua na kuishika zaidi
skhumalana thinyanga tsino nende kata bana badidi bosi bakhula nibamanyire lumarachi na banyala khulusunga sana nokhumalna nende bazee bakhuula ni valumanyire bilayi byene mana ndaajama luhuwa lwanje kabisa ni khaandi lwenyera lwendeleye khusungwa mutsimbeka tsiosi,nikimalizia siku hizi hata watoto wadogo wanakua wakiwa wamejua kimarachi na wanaweza kukizungumza sana pamoja na wazee waluokuwa wamekijua vizuri na hivyo napenda lugha yangu kabisa na nakitakia kiendelee kuzungumzwa katika sehemu zote
sndakhaba mwandiki wefwe justine adhiambo,nimekwa mwandishi wetu justine adhiambo
abamenyi ba kenya basiange esinyenya mukhole ni muruke tsingombe mubungi nimukhola murio mulaba muekhonyere lukari mu bulamu buenyu bwa imberi ni mulabola mbari ndabakhonya ni mwakhakanyirenge abaana benu,wakenya wenzangu mimi ninachotaka mfanye ni mfuge ngombe kwa wingi mkifanya hivyo mtakuwa mmejisaidia sana kwa maisha yenu ya mbeleni na mtasema niliwasaidia mtakuwa mkiwaambia watoto wenyu
nisiamaririsia ingombe ni siruke siri nende ikhabi lukari mubulamu bua mundu,kabla sijamaliza ngombe ni mfugo ambaye ana baraka kubwa kwa maisha ya mtu
ingombe,ngombe
ingombe niisolo ya khuruka mudala inyala khurera inyama khandi inyala khurera mabere ingombe yoosi inyala khunyua matsi onyala khuiremera lusi nibilayi ingombe ninyola khuria bilayi,ngombe ni mnyama wa kufuga nyumbani anaweza leta nyama tena anaweza leta maziwa ngombe pia anaweza kunywa maji unaweza mkatia mabingobingo ni vizuri ngombe akipata kula vizuri
ingombe ni sindu silayi sinyala khukhonya mundu onyala khukusia ingombe wanyola amapesa kama tsielefu mia tsidaru mundu naari nende ingombe aikhorera bindu bilayi kama khuifura nende khuisirikha,ngombe ni kitu kizuri kinaweza kusaidia mtu unaweza kuuza ngombe ukapata pesa kama elfu mia tatu mtu akiwa na ngombe anamfanyia vitu vizuri kama kumpuliza na kumtibu
khare nende ako ingombe inyala khurima indalo khandi onyala khurusiamo inyama inyama ya ingombe ni indayi lukari inyama eyo niindayi khu abandu,kando na hayo ngombe anaweza lima shamba tena unaweza toa nyama nyama ya ngombe ni nzuri sana nyama hiyo ni nzuri kwa watu
khuitsurisia ingombe inyala khusinjibwa au ikusibwe inyala khusinjibwa mu arusi ingombe ni siindu silayi inyala khurera mabeere malayi lukari buri mundu anyale khurinda ingombe yaye,kukukumbusha ngombe anaweza kusimamishwa ama auzwe anaweza kusimamishwa kwa arusi ngombe ni kitu kizuri anaweza leta maziwa vizuri sana kila mtu aweze kulinda ngombe wake
ingombe ni indayi lukari khubera iri nende tsifaida,ngombe ni nzuri sana kwa sababu ana faida
ingokho,kuku
ingokho niindai lukari khubeera mukeni niyeetsa ndaajama ingokho khuluakhubera mabuyu,kuku ni muhimu sana kwa maana mgeni akija nampenda kuku kwa sababu ya mayai
esie ndajama ingokho khuluakhuba ikhonyanga lukari,mimi napenda kuku kwa maana husaidia sana
inyanga ndala mukeni yetsa khurukeendera nango ndari nende ingokho ndatsia ndasinja ingokho mani nimboola mbari ingokho ni esindu silayi khusialo sin,siku moja mgeni alikuja kututembelea nyumbani nilikuwa na kuku nikaenda nikamchinja kisha nikasema kuwa kuku ni kitu cha muhimu ulimwenguni humu
bajama ingokho khulokhubera inyala khukhuberesia ebindu bingi nga amabuyu eriana kata amapesa amapesa akandi onyala khukurira ebindu bingi ebiawenya,watu wanapenda kuku kwa kuwa anaweza kukupea vitu vingi kama vile mayai mboga na hata pesa pesa zingine unaweza ukanunua vitu vingine ambavyo unataka
olukano,hadithi
khamuna nende omshiere,kidiri na bikizee
omushiere yali natsire mjokoni okhufuka obusuma bwae yali namarire nabulere mnzu khongo nabukula inyeni nachaka okhudekha,bikizee alikuwa ameenda jikoni amesonga sima yake akawa amemaliza kisha akaweka kwa nyumba na kuchukua samaki kuanza kukaanga
yali yengene mudala mwae nabukule obusuma bwae nende ingeni nachaka okhulia niyekhale asi owamusala,alikuwa pekee yake katika boma lake amechukua sima lake na samaki akaanza kula akiwa amekiti chini ya mti
baada ya amasaa kabili okhubira khamuna khabukula shikaye shia mberi omushiere nalurira msigoro siaye nanyola khamuna nikhalitsanga obusuma,baada ya dakika mbili kupita kidir alichukua sahani ya kwanza kisha bikizee akatokelezea katika chumba chake cha kulala akapata kidiri akila sima
omushiere nachaka okhuba oluyungu mbu abandu betse bamukhonye evindu vimwingilire,bikizee akaanza kupiga mayowe watu waje wamsaidie vitu vimemuingilia
olwa abandu betsa humulola omushiere khamuna nikharula mkari mwa inzu abandu ngabalola khamuna nibalura tsimbiro olukano lwanje lubwelele ao,watu walipokuja kumwokoa bikizee kidiri alitoka ndani ya nyumba kisha watu walipomwona walianza mbio hadithi yangu imeeishia hapo
sikuli sia abasiani sia bujumba bjb,shule ya wavulana ya bujumba bjb
bujumba nisikuli sia abasiani,bujumba ni shule ya wavulana
sinyorekhanga butula mkaunti ya busia,inapatikana katika eneo la butula mkoa wa busia
niwenya khutsia msikuli sia bujumba wula bumala obukula sipikipiki khu shilingi amakhumi kataruthionyone,ukitaka kuja katika shule ya bujumba unafika bumala unachukua pikipiki kwa shilingi thelathini
niula ao olalola ikanisa iria yombakhwe khurumihira amabadi khuchakira khusisi mpaka khusirama,unapowasili hapo utaona kanisa ambayo imejengwa kwa kutumia mabati kuanzia kwenye ukuta hadi kwenye paa
naohuba ikona ao nothirira huteremka olalola abundu baandikile sikuli sia abasiani sia bujumba khao olaba niurire,kisha utapiga kona hapo na unaenedelea kuteremka utaona mahali wameandika shule ya wavulana ya bujumba na hapo utakuwa umefika
ebindu bingi ebia khuekhonyeranga khukasirianga eriseero ria ingombe,vitu vingi ambavyo tunatumia hutengenezwa kwa ngozi ya ngombe
ingombe bora khuikasie bilayi iri nende tsifaida tsisabi nikhuruka ingombe khukhoyere khube nende bunyasi bua khuusirisia ingombe niindayi ni nikhuiruka iri nende tsifaida tsisabi,ngombe bora tumtengeneze vizuri ana faida nyingi tukifuga ngombe tuwe na nyasi ya kumlisha ngombe ni nzuri tukumfuga ana faida nyingi
khalano esie mbere niimbola mbari ingokho ni sindu sia burimundu akhoyere aruke khubera ni esindu silayi rukari ako ni maparo kange khu ingokho,kwa hivyo mimi nilikuwa nasema kwamba kuku ni kitu ambacho kila mtu anafaa afuge kwa sababu ni kitu kizuri sana hayo ni mawazo yangu kwa kuku
obulwaye bwa korona,ugonjwa wa korona
bulware bwa korona bulwerere amadinyu amangi musibala,ugonjwa wa korona umeleta shida mingi duniani
bulwaye buno nibutdiira omundu aba nende obudinyu bwa okhuyeraesirefu sitsuuna nende tsimbafu alala nde okhukholola,ugonjwa huu ukimpata mtu hukuwa na ugumu wa kupumua maumivu ya kifua na mbavu pamoja na kukohoa
okhukaira obulwaye buno bienya omundu yeesabe nende amatsi keedikha abe are nende abundu baangiyeefwale imaski nende okhufuunikha omunwa naakholola,kuzuia huu ugonjwa mtu anahitajika kunawa na maji yanayo tiririka awe mbali na watu wengi avae barakoa na kufunika mdomo anapokohoa
bulware buno bwaakera abana be sikuli nibarumikhila tsikompyuta okhusoma nende okhwikhala mudaala khukhonya abebusi okhwaka ebyakhulya,huu ugonjwa ulifanya wanafunzi wakatumia kompyuta kusoma na pia kukaa nyumbani kusaidia wazazi kupalilia vyakula
omwami we syalo siefwe esia kenya uhuru kenyatta yaboola mbu abandu badonge mutsinyumba tsaabwe bararula erwanyi da musiro,rais wan chi yetu ya kenya uhuru kenyatta alisema kuwa watu wasalie manyumbani kwao wasitoke nje usiku
ili okhukaira obulwaye buno khuendelea,ili kuzui kuenea kwa huu ugonjwa
bulware buno bwaleera bukhonyi khutsifamilia tsisabi,huu ugonjwa ulileta usaidizi kwa familia nyingi
okhweyandikisia msikuli sia bujumba bjb,kujiandikisha katika shule ya bujumbabjb
ndabukha nende omwibusi wange itsuli khutsia msikuli,niliamka na mzazi wangu asubuhi na mapema kwenda shuleni
ndamureba mbu khutsitsanga msikuli ori nende amangondo kokhunyingisia musikuli sia bujumba,nikamuliza yakuamba tunaenda shuleni una karo ya kuniingiza katika shule ya bujumba
esie ngorirwe nikaba balajama nyingire musikuli sia bujumba okhubera omwimirisi wesikuli esio alaenya amangondo,mimi sijui kama nitakubaliwa kuingia katika shule hiyo kwa sababu mwalimu mkuu wa shule hio atahitaji karo
olwa khwaola sa muofisi mwa omwirisi wa sikuli khwengira mukari omwimirisi owasikuli namreba omwibusi wange mbu ogamire omwana wao,tulipofika tu ofisini mwa mwalimu mkuu tulingia ndani mwalimu mkuu akamuuliza mzazi wangu kuwa umeleta mtot wako
omwibusi nafukira mbu emugamire asome,mzazi akajibu kuwa naam nimemleta asome
omwimirisi owasikuli esio namreba mbu witsire nende amanondo ka okhumwandichisia,mwalimu mkuu wa shule hiyo akamuuliza kuwa umekuja na hela ya kumwandikisha
omwibusi namkalusia ari sari nende obunyali tawe obwa khunyola amangondo tawe,mzazi akamjibu ya kwamba yeye hana uwezo wowote wa kupata pesa
ewe nga omwimirisi owasikuli sino ekhusaba tsa okhonye khubera esie sindi nende obunyali bwosibwosi tawe,wewe kama mwalimu mkuu wa shule hii nakuomba tu unisaidie kwa maana mimi sina uwezo wowote
omwimirisi nabolera mwibusi wache ari sikhunyala okhumufuchilira omwana wao nasiri okhulipa amangondo tawe,mwalimu mkuu akamwambia mzazi wangu kwamba hatuwezi kumruhusu mwanao kama bado haujalipa pesa
okhubera mirimo tsia sikuli sitsinyala okwikhola omwana wao nasiri okhulipa amangondo tawe,pesa kwa sababu kazi za shule haziwezizikafanyike mtoto wako asipolipa karo
omwibusi wange yamririra omwimirisi kata siyabulira tawe namubolera ako namakhuba kao,mzazi wangu alimlilia mwalimu mkuu lakini hakuskia akamwambia tu hayo ni mambo yako
nende omwana wao oyo,na huyo mtoto wako
khalano esie singa omusiani sabanga balia abanyala okhukhonya bakhonye manyire mumburire,sasa mimi kama mvulana naomba wale ambao wanaweza kunisaidia wanisaidie najua mmenisikiza
orio,ahsante
bulwaye bwa korona bukhorere makhuwa malayi khushira mabi,ugonjwa wa umefanya mambo mazuri kuliko mabaya
kwali mwaka kwa makhumi kaviri nende ekhumi nende tisa,ulikuwa mwaka wa elfu mbili na kumi na tisa
mwaka oko kwari mumu khuvandu khandi mwangu,huo mwaka ulikuwa mgumu kwa watu wengine na pia ulikuwa mwepesi kwa wengine
kwakira vandu vamanya makhuwa karia kavasiri khulolaho,ulifanya watu wakajua vile vitu ambavyo hawakua wameona
rikhuwa riakwanza vyakhakira vanainchi vakhamanya khufwala barakoa khusava vurisiha khuehonyera isabuni ya sanitaiza,jambo la kwanza ulifanya wananchi wakajua kuvaa barakoa kunawa kila wakati wakitumia sabuni ya kidudufishaji
bulwaye buno bwa kharuhonya sana kwanza efuee vana vaskuli,huu ugonjwa ulitusaidia sana kwanza sisi wanafunzi wa shule
khusava were arukhonye vulwaye vuno nivuendelea khulava vilai sana,tunamwomba mungu huu ugonjwa ukiendelea tutakuwa vizuri sana
miziki rero kumao vana khuihala mumadala nikhokona,ngoma za usiku kwa matanga zikaisha watoto tukakaa nyumbani tukilala
bulayi bwa ingombe,umuhimu wa ngombe
ingombe iri nende tsifaida tsinyingi ikhonyanga bandu khurima tsindalo nori nende indalo ikhongo noobula amapesa kakhulimira olakhaba sa tsisurusi tsibiri,ngombe ako na faida nyingi huwasaidia watu kulima mashamba ukiwa na shamba kubwa na hauna pesa ya kulima utatafuta tu ndama wawili
ingmbe yosi iri nga mundu ikinganga inda khu miosi tisa niitsaka khulira niyakhamala khuibula khalano ni mundu atsaka khuikhera niwakhamala khuikhera okinga amabeere kayo nooyira khusiiro khukusia onyole amapesa,ngombe pia ako kama mtu hubeba ujauzito kwa miezi tisa na anaanza kulia akimaliza kujifungua kisha mtu anaanza kumukama ukishamkama unabeba maziwa yake unapeleka sokoni kuuza unapata pesa
somanga musikuli sia bukati,nasoma katika shule ya bukati
ndi mukilasi ya saba,niko katika darasa la saba
esie ndulanga mulukongo lwa nyabera,natoka katika kijiji cha nyabera
olumarachi ni iluga lwa vevusi bange,kimarachi ni lugha ya wazazi wangu
ndevulwa muvumarachi ndi mumarachi,nilizaliwa umarachini mimi ni mumarachi
somanga bumarachi,nasoma umarachini
lukongo lwefu luno lwosi ni lwa bamarachi,hiki kijiji chetu chote ni cha wamarachi
esie ndajama ovumarachi sana,mimi napenda umarachini sana
hare ao ndari nende kuhu wanje mumarachi yamborera mbari niye yevulwa vumarachi yadekha vumarachi ngina mwana ni mumarachi,hapo awali nilikuwa na nyanya yangu mumarachi aliyeniambia kuwa yeye alizaliwa umarachini akaoleka umarachini na mama yake ni mumarachi
sarirulaho muvumarachi dawe,hatawahi toka kwa wamarachi
vumarachi nisio siveti siae,umarachini ndio kibeti chake
yejama mwene nga lukongo lwae,anajipenda mwenyewe kama kijiji chake
sikuli sianje sio bukati ndasijama huvera nia somanga masomo kange ka nyorerangakho akili,shule yangu ya bukati naipenda kwa sababu ndiko ninakosoma masomo yangu ya kupata akili
nyolangakho mafunzo mbalimbali kama hudeha huosia vindu nende vindu vindi mbalimbali,huwa napata mafunzo mbalimbali kama kupika kuosha vyombopamoja na vitu mbalimbali
esie ndajama masomo kanje ka somanga vulinyanga,mimi napenda masomo yangu ninayosoma kila siku
kamberesianga ihekima,huwa yananipa hekima
esie inono yange ni nafoyo,mimi ukoo wangu ni nafoyo
mama yanje ni nangayo naye baba ni mfofoyo,mama yangu ni nangayo naye baba ni mfofoyo
mulukongo lwefu huri nende mukofu walwarirenge ni mukofu oyo yari mukhongo wa vakofu,katika kijiji chetu kuna mzee mmoja aliyekuwa akiugua na mzee huyo alikuwa kiongozi wa wazee
lano ngayachaka hulwala vatema humwira msivitali lakini viahaya,alipoanza kuugua walijaribu kumpeleka hospitali lakini ikashindikana
ngavakova lwohuviri na afwira huingira,aliporudishwa kule mara ya pili alikufia njiani
vaamala vakova humochari,baadaye alipelekwa makavani
ngavakova humochari vana vae vachaka hukaluha hurula mutsitauni,walipopeleka makavani watoto wake walianza kurudi kutoka mijini
inyanga ya bathia hurusia muviri mumochari vana vae vosi vario vosi,siku walioenda kutoa mwili makavani watoto wake wote walikuwepo
inyanga olo yari inyanga lwa vandu vasavi huva nende huzuni mdala omo,siku hiyo ilikuwa siku ya watu wengi kuwa na huzuni katika boma hilo
ngavamala husikha mkofu oyo vakofu va tsingongo vamala masika vathia hukonya sinikha siri humusala vachaka hupanga hutsia hureva umanyirekho nga omukofu oyo yafwire ni yafwire si,walipomaliza kumzika mzee huyo wazee wa vijiji walimaliza matanga wakaenda kutafuta kivuli chini ya mti wakaanza kupanga kwenda kuuliza anayejua jinsi mzee huyo alikufa na ni nini kilichomwua
nano vakofu avo vatsia nende vutaratibu mpaka nga vamanya nga mukofu oyo yalwalanga,baadaye wazee hao walienda na utaratibu mpaka walipojua jinsi mzee huyo aliugua
