Original,Translation
baraka atimania kamaakari ne banamae khukhwola haroshetihakoimu mala banamae ba siseera boosi berwa se aliio omundu owarama tawe,baraka aliyafukuza magari na majeshi kufika haroshetihakoimu kisha majeshi sisera wote wakauawa na hakuna mtu aliyebaki
sisera elukha acha engila mu yaeli lia liiema,sisera alitoroka akaenda akaingia kwa hema la yaeli
sisera elukha acha engila mu liiema lia yaeli,sisera alitoroka akaenda akaingia kwa hema la akaenda yaeli
yaeli mukha aba heberi omukenayi,yaeli alikuwa mke wa heberi wakenayi
yaeli aba mukha heberi omukenayi,yaeli alikuwa mke heberi wa heberi wakenayi
sisera engila mu liiema lia yaeli sikila omwami owa hasori aba ne kumulembe nende be enju eya heberi,sisera akaingia kwa hema la yaeli kwa sababu mfalme yabini wa hasori alikuwa na amani na wa nyumba ya heberi
sisera engila mu liiema lia yaeli sikila omwami yabini owa hasori aba ne kumulembe nende be enju eya heberi,sisera akaingia kwa hema la yaeli nyumba kwa sababu mfalme yabini wa hasori alikuwa na nyumba amani na wa nyumba ya heberi
yaeli arura akaanila sisera mala amubolela ali omwami yiicha mu liiema liase okharia tawe,yaeli akatoka akaenda akamkutanisha sisera kisha akamwambia mfalme njoo kwa hema yangu usiogope
yaeli arura acha akaanila sisera mala amubolela ali omwami yiicha mu liiema liase okharia tawe,yaeli akaenda akatoka akaenda akamkutanisha sisera kisha akamwambia mfalme njoo kwa hema yangu usiogope
nio echa engila mala yaeli amubiimba,ndipo akaingia kisha akamfunika blanketi
nio echa engila mala yaeli amubiimba liruungeti,ndipo akaingia kisha akamfunika
sisera aboolela kameechi ali ndikho mbulila bulesia noosima mbekho yaeli enywe,sisera akamwambia yaeli kuwa ninahisi kiu ukipenda nipe maji ninywe
sisera aboolela yaeli ali ndikho mbulila bulesia noosima mbekho kameechi enywe,sisera kuwa yaeli akamwambia ninahisi kiu ukipenda nipe maji ninywe
yaeli amua eoochwa eye lisieelo eye kamabele afunula anywa mala amufuunikha lundi,yaeli akafunua chupa ya ngozi ya maziwa akampa akanywa kisha akamfunika tena
yaeli afunula eoochwa eye lisieelo eye kamabele amua anywa mala amufuunikha lundi,yaeli akafunua chupa ya ngozi ya maziwa akampa akanywa kisha akamfunika tena akamfunika
nono sisera amubolela yiima amuliango kwa liiema ne omundu ne yesi yesi echa ne akhureeba ali naanu ali muno muboolele oli mundumo tawe,sasa sisera akamwambia kuwa simama kwa mlango na mtu yeyote akija na kukuuliza kuwa nani yuko humu mwambie kuwa jamna mtu
nono sisera amubolela ali yiima amuliango kwa liiema ne omundu yesi yesi ne echa ne akhureeba ali naanu ali muno muboolele oli mundumo tawe,kuwa sisera akamwambia mtu kuwa simama kwa mlango na mtu yeyote akija na kukuuliza sasa nani yuko humu mwambie kuwa jamna mtu
sisera aba aluile lukali liilo liamuamba liamuamba,sisera alikuwa amechoka sana usingizi ukamshika
sisera aba aluile lukali liilo liamuamba,alikuwa sisera amechoka sana usingizi ukamshika
nio yaeli abukula enyundo ne sichangi liiema amuchao mala amwiira khulwe khumukhoma sichangi,ndipo yaeli akachukua nyundo na kikingi ya hema akamwendea kisha akamuua lwa kumugonga kikingi
nio yaeli abukula enyundo ne sichangi sie liiema amuchao mala amwiira khulwe khumukhoma sichangi,ndipo yaeli akachukua nyundo na kikingi ya hema akamuua akamwendea kisha akamuua lwa kumugonga kikingi
akhoma siabira mu sianga siengila,akagonga ikapita kwa fuvu ikaingia kwa mchanga
akhoma siabira mu sianga siengila mwiloba,akagonga ikapita mchanga kwa fuvu ikaingia kwa mchanga
nga sisera ne echa ne alikho ayiima baraka arura acha amwakanilamala amubolela ali yiicha ano ndakhwekesia omundu niye olikha oyiima,wakati baraka alienda kumtafuta sisera yaeli alifika akaenda kumkutanisha kisha akamwambia kuwa njoo hapa nitakuonyesha mtu ambaye unatafuta
nga baraka ne echa ne alikho ayiima sisera yaeli arura acha amwakanilamala amubolela ali yiicha ano ndakhwekesia omundu niye olikha oyiima,wakati baraka alienda kumtafuta sisera yaeli alifika akaenda kumkutanisha kisha akamwambia kuwa njoo hapa nitakuonyesha mtu kumtafuta ambaye unatafuta
nio baraka engila mwiema anyoola sisera afwile anyoola,ndipo baraka akaingia kwa hema akapata sisera amekufa
nio baraka engila mwiema anyoola sisera afwile,ndipo baraka akaingia kwa hema sisera amekufa
sichangi sie liiema siaba siabirire mu murwe kwewe mu,kikingi cha hema kilicho kuwa kimepitakwa kichwa chale
sichangi sie liiema siaba siabirire mu murwe kwewe,kikingi cha hema kilicho kuwa kimepitakwa chale
endaalo eyo wele aelesia baisiraeli bukhili yabini omwami owe bakanaani,siku hiyo mungu aliwapa waisraeli ushindi kwa yabini mfalme wa wakanaani
endaalo eyo wele aelesia baisiraeli bukhili khu yabini omwami owe bakanaani,siku hiyo mungu aliwapa waisraeli ushindi kwa yabini mfalme wa wakanaani kwa
baisiraeli bachiililila khuloondesia yabiniomwami owa kanaani nga bamubunia,waisraeli walifululiza kumfuatia yabini mfalme wa kanaani kufika wakati walimsifia
baisiraeli bachiililila khuloondesia yabiniomwami owa kanaani khukhwola nga bamubunia,waisraeli walifululiza wakati kumfuatia yabini mfalme wa kanaani kufika wakati walimsifia
nio debora ne baraka okhwa barangirira abinoamu bemba kumwenya khu ndaalo eyo bali babemeelesi barangirira babaandu mu nio babaandu beaana babeene,ndipo debora na baraka wa abinoamu wakaimba nyimbo kwa siku hiyo kuwa wasimamizi waliwatangulia watu wa israeli na watu wakajitoa wenyewe
nio debora ne baraka okhwa abinoamu bemba kumwenya khu ndaalo eyo bali babemeelesi barangirira babaandu mu israeli nio babaandu beaana babeene,ndipo debora na baraka wa abinoamu nyimbo kwa siku waliwatangulia kuwa wasimamizi hiyo watu wa israeli na watu wakajitoa wenyewe
wele afume owa bioosi omunyali,mungu mweza wa vyote atukuzwe
wele omunyali owa bioosi afume,vyote mweza wa mungu atukuzwe
ee baami rekeeresia ee bakhulu khu wele omunyali omunyali owa bioosi ndemba ndemba kumwenya khu wele omunyali omunyali owa bioosi wele owa baisiraeli,ee wafalme sikiliza ee wakuu kwa mungu mweza wa vyote nitaimba nitaimba wimbo kwa mungu mweza wa vyote mungu wa waisraeli
ee baami rekeeresia ee bakhulu khu wele omunyali owa bioosi ndemba ndemba kumwenya khu wele omunyali owa bioosi wele owa baisiraeli,ee nitaimba sikiliza ee wakuu kwa mungu mweza wa vyote nitaimba wafalme kwa mungu mweza wa vyote mungu wa waisraeli
wele omunyali owa bioosi nga ne waama mu bikulu bie seiri nge ne waama mu mala sia edomu lukoba liaterema sibala yakwa yee kamafuumbi kachukha kameechi,mungu mweza wa vyote wakati alitoka kwa vilima vya seiri wakati alitoka kwa nchi ya edomu mji ukatetemeka kisha mvua ikanyesha mawimbi yakamwaga maji
wele omunyali owa bioosi nga ne waama mu bikulu bie seiri nge ne waama mu sibala sia edomu lukoba liaterema mala efula yakwa yee kamafuumbi kachukha kameechi,mungu mweza wa vyote wakati alitoka vilima vya seiri wakati wakati alitoka kwa nchi ya edomu mji ukatetemeka kisha mvua ikanyesha mawimbi yakamwaga maji
bikulu biaterema ebweeni wa owa wele omunyali owa bioosi niye wele omunyali owa sinai wele owe baisiraeli,vilima vikatetemeka mbele ya mungu mweza wa vyote aliye mungu mweza wa sinai mungu wa waisraeli
bikulu biaterema ebweeni wa wele omunyali owa bioosi niye wele omunyali owa sinai wele owe baisiraeli,vilima vikatetemeka mbele ya mungu aliye mweza wa vyote aliye mungu mweza wa sinai mungu wa waisraeli
mu ndaalo cha siamukari okhwa anati mu ndaalo cha yaeli kimiila kiawa ne ne bakeendi batalaandilanga khu ngila che ndulo,kwa siku za siamukari wa anati kwa siku za yaeli njia zikaisha na wasafiri wakapitiakwa njiaza kando
mu ndaalo cha siamukari okhwa anati mu ndaalo cha yaeli kimiila kiawa ne bakeendi batalaandilanga khu ngila che khu ndulo,kwa siku za siamukari wa kwa anati kwa siku za yaeli njia zikaisha na wasafiri wakapitiakwa njiaza kando
bukhili bwawa bwawa mu israeli khukhwola nga debora ne baisiraeli wema nga maayi owe wema,ushindi ukaisha ukaisha kwa waisraeli kufikia wakati debora alisimama alisimama kama mama wa waisraeli
bukhili bwawa bwawa mu israeli khukhwola nga debora ne wema wema nga maayi owe baisiraeli,waisraeli ukaisha ukaisha kwa ushindi kufikia wakati debora alisimama alisimama kama mama wa waisraeli
nga ne barobora liie bayia bawele liaba mu bilibwa,wakati waliwateua miungu wapya vita vikawa kea malango
nga ne barobora bawele bayia liie liaba mu bilibwa,wakati waliwateua miungu wapya kea vita vikawa kea malango
engabo namwe baandu lifumo biabonekhakho mu baandu chielefu arubaini mu israeli,ngao ama mkuki vikaonekana kwa watu elfu arubaini wa israeli
engabo namwe lifumo biabonekhakho mu baandu chielefu arubaini mu israeli,ngao ama mkuki ama vikaonekana kwa watu elfu arubaini wa israeli
kumwoyo kwase kuli alala banamae bakhulu ba baisiraeli babeana babeene khukhwama mu baandu,moyo wangu upo pamoja na majeshi wakuu wa israeli wakiokota wenyewe kutoka kwa watu
kumwoyo kwase kuli alala ne banamae bakhulu ba baisiraeli babeana babeene khukhwama mu baandu,moyo wangu upo pamoja na majeshi wakuu wa israeli wakiokota wenyewe kwa watu
wele omunyali bioosi owa bioosi afume,mungu mweza wa vyote atukuzwe
wele omunyali owa bioosi afume,mungu mweza wa vyote wa atukuzwe
kaboole enywe mukeendelea enywe punda chiwaanga khu mumwikhalila kamasisinwa kamalayi ne nanywe mubira khu ngila,yaseme nyinyi mnaotembelea kwa punda nyeupe nyinyi manaokalia mazulia mazuri na nyinyi mpitao kwa njia
kaboole enywe mukeendelea khu punda chiwaanga enywe mumwikhalila kamasisinwa kamalayi ne nanywe mubira khu ngila,yaseme nyinyi mnaotembelea kwa punda nyeupe nyinyi manaokalia mazuri na nyinyi mpitao kwa njia
rekeeresia kumumilo kwe babaandu balikho beemba a kumumilo sebele abwenao kameechi che baboola bikholwa bie bukhuli bwa wele omunyali owa bioosi bukhili bwe baisiraeli,sikiliza sauti za watu ambao wanaimba kwa visima vya maji hapo walisema matendo ya ukuu wa mungu mweza wa vyote ushindi wa waisraeli
rekeeresia kumumilo kwe babaandu balikho beemba a sebele che kameechi abwenao baboola bikholwa bie bukhuli bwa wele omunyali owa bioosi bukhili bwe baisiraeli,sikiliza sauti za watu ambao wanaimba kwa visima vya ushindi hapo walisema matendo wa ya ukuu wa mungu mweza wa vyote maji wa waisraeli
nio babaandu ba boola omunyali owa bioosi bakeendi wele khu bilibwa biabwe,ndipo watu wa mungu mweza wa vyote wakatembea wakafika kwa malango yao
nio babaandu ba wele omunyali owa bioosi bakeendi boola khu bilibwa biabwe,ndipo watu wa mungu ndipo mweza wa vyote wakatembea wakafika kwa malango yao
debora yinyokha yinyokha,amka amka debora
yinyokha yinyokha debora,amka amka debora
yinyokha yiimba kumwenya yinyokha yinyokha,amka uimbe wimbo amka
yinyokha yiimba kumwenya yinyokha,amka uimbe wimbo
yinyokha baraka okhwa abinoamu baambe be mwiie bowo,amka baraka wa abinoamu simamia washike wa vitani mwako
yinyokha baraka okhwa abinoamu yimeelela baambe be mwiie bowo,amka baraka wa abinoamu simamia washike vitani mwako
nio babalekhwa bekha becha khu baandu be becha efuma babaandu ba wele omunyali owa bioosi beekha bacha khwise baula ba efuma,ndipo walioachwa wakashuka wakaenda kwa watu wa utukufu watu wa mungu mweza wa vyote wakashuka wakaenda kwangu wakateka watu wa utukufu
nio babalekhwa bekha becha khu baandu be efuma babaandu ba wele omunyali owa bioosi beekha bacha khwise baula babaandu ba efuma,ndipo walioachwa wakashuka wakaenda kwa watu wa utukufu wa mungu mweza wa vyote wakashuka wakaenda kwangu wakateka watu wa
becha khukhwama efuraimu bekha mu litooma enyuma ekholo eya benjamini ne balebe bayo,wakaja kutoka efuraimu wakashuka kwa bonde baada ya ukoo wa benjamini na ukoo na familia yao
becha khukhwama efuraimu bekha mu litooma enyuma we ekholo eya benjamini ne balebe bayo,wakaja efuraimu wakashuka kwa bonde baada ya ukoo wa benjamini na ukoo na familia yao
yo banamae bakhulu bakeenda bekha khukhwama e makiri ne basuti be siimbo yo mweleesi baama e sebuluni,majeshi makuu walitembea wakashuka kutoka makiri na wabebaji wa fimbo ya waamuzi wakatoka sebuluni
banamae bakhulu bakeenda bekha khukhwama e makiri ne basuti be siimbo yo mweleesi baama e sebuluni,majeshi makuu walitembea wakashuka kutoka makiri na wabebaji wa ya waamuzi wakatoka sebuluni
siakhulia siakhulia silayi nisio asiima,chakula kizuri ambacho alikipenda
siakhulia silayi nisio asiima,chakula ambacho alikipenda
mala omuyilile alie nio akhubite ne akhafwa tawe akhafwa,kisha umpelekee ale ndipo akubariki kabla hajafa
mala omuyilile alie nio akhubite ne akhafwa tawe,kisha umpelekee kabla ndipo akubariki ale hajafa
ne kakhali yakobo aboolela maawe ali wandaayase esau ali omundu owe kamaswa ne omundu ese ndi omumiuufu,isipokuwa yakobo alimwambia kuwa ndugu yangu esau ni mtu mwenye malaika na mimi ni laini
ne kakhali yakobo aboolela maawe ali wandaayase esau ali omundu owe kamaswa ne ese ndi omumiuufu,isipokuwa yakobo alimwambia kuwa ndugu esau ni mtu mwenye malaika na mimi ni laini
wakaana paapa akhola ario ambabaasia mala nabonekhana mala nireerere silaamo chilekhe khuba chikhabi tawe,labda baba anafanya hivyo anipapase kisha nionekane muongo kisha nijiletee laana iwache kuwa baraka
wakaana paapa akhola ario ambabaasia mala nabonekhana omubeeyi mala nireerere silaamo chilekhe khuba chikhabi tawe,labda baba anafanya hivyo anipapase kisha nionekane muongo kisha nijiletee baba laana iwache kuwa baraka
mawe amuboolela ali mwana wase silaamo siowo sibe khwise orie ne kakhali nenya orie likhuwa liase mala oche undeerere chimeeme,mamake akamwambia kuwa mwanangu laana yako iwe juu yangu isipokuwa nataka utii neno langu kisha uende unilete mwanambuzi
mawe amuboolela ali mwana wase silaamo siowo sibe khwise ne kakhali nenya orie likhuwa liase mala oche undeerere chimeeme,mamake akamwambia kuwa mwanangu laana yako iwe juu yangu isipokuwa nataka utii neno langu kisha uende yako unilete mwanambuzi
nio acha angoonasiakhulia mawe mala achireererera silayi nisio raraawe asiima,ndipo alienda akamletea mamake kisha akaanda chakula kizuri ambacho babake alipenda
nio acha achireererera mawe mala angoonasiakhulia silayi nisio raraawe asiima,ndipo alienda akamletea mamake alienda kisha akaanda chakula kizuri ambacho babake alipenda
rabeka abukula chingubo cha esau chindayi mwewe nicho aaba nacho munju mwewe mala achifwara yakobo omwana weewe omukekhe,rabeka alichukua nguo za esau nzuri ambazo alikuwa nazo nyumbani mwake kisha akamvisha yakobo mtoto wake kitanda mimba
rabeka abukula chingubo cha esau chindayi nicho aaba nacho munju mwewe mala achifwara yakobo omwana weewe omukekhe,rabeka alichukua nguo za esau nzuri ambazo alikuwa nazo nyumbani mwake kisha akamvisha yakobo mtoto wake kitanda mimba nazo
nio bisielo amufuuma bisielo bie chimeeme khu makhono ne mwikosi mwewe,ndipo akamfunika ngozi ya mwanambuzi kwa mikono na shingoni mwake
nio amufuuma bisielo bie chimeeme khu makhono ne mwikosi mwewe,ndipo akamfunika ngozi ya mwanambuzi kwa mikono na mwake
arusia wewe siakhulia silaaayi ne kumukaati nikwo aaba ne angoonile mala aelesia omwana wewe yakobo,akatoa chakula kizuri na mkate ambacho alikuwa ameandaa kisha akampa mtoto wake yakobo
arusia siakhulia silaaayi ne kumukaati nikwo aaba ne angoonile mala aelesia omwana wewe yakobo,akatoa chakula kizuri na mkate ambacho alikuwa akampa kisha ameandaa mtoto wake yakobo
nakholile imbooleele nga,nimefanya jinsi ulivyoniambia
nakholile nga imbooleele,nimefanya jinsi jinsi ulivyoniambia
nosiima yinyokha wikhale olie enyama eye esangi yinyokha niyo embaayile mala umbiite chikhabi,ukipenda amka uketi ule nyama ya mnyama ambaye nimewinda kisha unipe baraka
nosiima yinyokha wikhale olie enyama eye esangi niyo embaayile mala umbiite chikhabi,ukipenda amka uketi ule uketi nyama ya mnyama ambaye nimewinda kisha unipe baraka
ne kakhali isaaka amureeba ali mwana wase okinyolile khangu amukoboosia ali sikila wele omunyali owa bioosi wele mwana wowo ambelesie bukhili,isipokuwa isaka akamuuliza kuwa mwanangu ulipataje haraka akamjibu kuwa kwa sababu mungu mweza wa vyote mungu wako alinipatia ushindi
ne kakhali isaaka amureeba ali mwana wase okinyolile khangu oriena amukoboosia ali sikila wele omunyali owa bioosi wele wowo ambelesie bukhili,isipokuwa isaka akamuuliza mweza mwanangu ulipataje haraka akamjibu kuwa kwa sababu mungu kuwa wa vyote mungu wako alinipatia ushindi
isaaka aloma yakobo ali yiicha namwe ano khuaabasie manye ngali ne oli omwana wase esau siimbi tawe,isaaka akamwambia yakobo kuwa njoo karibu hapa nikupapase nijue ukweli kama wewe ni mtoto wangu esau ama hapana
isaaka aloma yakobo ali yiicha siimbi ano khuaabasie manye ngali ne oli omwana wase esau namwe tawe,isaaka ni akamwambia yakobo kuwa njoo karibu hapa nikupapase nijue ukweli kama wewe ni mtoto wangu esau ama hapana
yakobo eseenda simbi nioo yakobo raraawe aaba amuabasia mala aloma ali kumumilo kuli isaka ne kamakhono kali ka esau,yakobo alienda karibu ambapo isaka babake alipokuwa akampapasa kisha akasema kuwa sauti ni ya yakobo na mikono ni ya esau
yakobo eseenda simbi nioo isaka raraawe aaba amuabasia mala aloma ali kumumilo kuli kwa yakobo ne kamakhono kali ka esau,yakobo alienda karibu ambapo isaka babake alipokuwa kisha akasema kuwa sauti sauti ni ya yakobo na mikono ni ya esau
mala kumumanyilisha tawe sikila nio kamakhono kewe kaba ne kamaswa nga ka waandaye esau nio amubiita chikhabi,kisha hakumfahamu kwa sababu mikono yake ilikuwa na malaika kama ya nduguye esau ndipo akampa baraka
mala kumumanyilisha tawe sikila kamakhono kewe kaba ne kamaswa nga ka waandaye esau nio amubiita chikhabi,kisha nduguye hakumfahamu kwa sababu mikono yake ilikuwa na malaika kama ya nduguye esau ndipo akampa baraka
amureeba ali ngali ewe oli omwana wase esau amukobosia ali niye ese ee,akamuuliza kuwa kweli wewe ni mwanangu esau akamjibu kuwa ee mimi ndimi
amureeba ali ngali ewe oli omwana wase esau amukobosia ali ee ese niye,akamuuliza kuwa kweli wewe mimi ni mwanangu esau akamjibu kuwa ee mimi ndimi
nio isaaka ali ndeerere ndie enyama niyo omwana wase aayile mala muubite chikhabi,ndipo isaka akamwambia kuwa niletee nile nyama ambayo mwanangu amewinda kisha nimbariki
nio isaaka amubolela ali ndeerere ndie enyama niyo omwana wase aayile mala muubite chikhabi,ndipo ambayo akamwambia kuwa niletee nile nyama isaka mwanangu amewinda kisha nimbariki
yakobo amureerea siakhulia mala anyway lundi amureerea endali alia,yakobo alimletea chakula kisha akala tena akamletea divai akanywa
yakobo amureerea siakhulia mala alia lundi amureerea endali anyway,yakobo chakula kisha akala tena akamletea divai akanywa
nio nio raarawe amubolela ali mwana wase khowiche siimbi unjikwayile,ndipo babake akamwambia kuwa mwanangu kuja karibu unibusu
nio raarawe amubolela ali mwana wase khowiche siimbi unjikwayile,ndipo babake akamwambia kuwa mwanangu kuja kuja karibu unibusu
echa amukwayila siimbi,akaja karibu akambusu
echa siimbi amukwayila,akaja akambusu karibu
isaaka aunyila kumuuya kwa chingubo chewe mala amubiita chikhabi ne aloma ali lola khuuya khwo mwana wase liloba busa nga khuunya kumukuunda nikwo wele omunyali owa bioosi amubiita abiitile wele okhoja okhua luame lwe mwikulu eye khu khuli ne bikeswa bikali ne endali,isaka akanusia harufu ya nguo zake kisha akambariki akisema kuwa tazama harufu ya mwanangu iko tu kama shamba ambalo mungu mweza wa vyote amebariki mungu anastahili akupe umande wa mbinguni na utajiri wa duniani na mazao mengi na divai
isaaka aunyila kumuuya kwa chingubo chewe mala amubiita chikhabi ne aloma ali lola khuuya khwo mwana wase khuli busa nga khuunya khwe kumukuunda nikwo wele omunyali owa bioosi abiitile wele okhoja okhua luame lwe mwikulu neengakha eye khu liloba ne bikeswa bikali ne endali,isaka mweza akanusia harufu ya nguo zake kisha umande akisema kuwa tazama harufu ya mwanangu iko tu kama shamba ambalo mungu mweza wa vyote amebariki mungu anastahili akupe akambariki wa na utajiri wa duniani na mazao mengi na divai
ne babaandu bakhukholele lekha bibala bikhwinamile,wacha watu wakutumikie na dunia ikwinamie
lekha babaandu bakhukholele ne bibala bikhwinamile,wacha watu wakutumikie na dunia ikwinamie wacha
yesi yesi akhulaama ne abiitwe chikhabi bali mundu okhubiita chikhabi,laaniwe yeyote anayekulaani na abarikiwe kila mtu anayekubariki
alaamwe yesi yesi akhulaama ne abiitwe chikhabi bali mundu okhubiita chikhabi,laaniwe yeyote anayekulaani na abarikiwe mtu anayekubariki
esau ekoonjelela cha chikhabi isaaka,esau aomba baraka za isaka
esau ekoonjelela chikhabi cha isaaka,esau baraka aomba za isaka
oli isaaka amalila khubiita yakobo nga yakoba arura busa ari ebweeni wa iiaaka raraawe esau khwewe khukhwama mu mu khuaya aulukha,pindi tu isaka anapomaliza kumbariki yakobo wakati yakobo anatoka tu hivi mbele za isaka babake esau anafika kutoka mawindoni
oli isaaka amalila khubiita yakobo nga yakoba arura busa ari ebweeni wa iiaaka raraawe esau aulukha khukhwama mu khuaya khwewe,pindi tu isaka anapomaliza kumbariki yakobo wakati yakobo anatoka tu hivi mbele za isaka babake esau anafika za kutoka mawindoni
yeesi raraawe atekha siakhulia silayi mala asireera raraawe,naye alipika chakula kizuri kisha akamletea babake
yeesi atekha siakhulia silayi mala asireera raraawe,naye alipika chakula kizuri kisha akamletea naye babake
aboolela raarawe ali nosiima papa yinyokha chikhabi olie khu nyama nio omwana wowo aayile mala omuubite chikhabi,akamwambia babake kuwa  ukipenda baba amka ule khu nyama ambayo mtoto wako amewinda kisha umbariki
aboolela raarawe ali nosiima papa yinyokha olie khu nyama nio omwana wowo aayile mala omuubite chikhabi,akamwambia babake kuwa ukipenda baba amka ule khu nyama mtoto wako amewinda kisha umbariki
isaaka areenga lukali mala mala ali ne naanu oayile esangi areeba andereerera nalia ne okhecha alarama ta mala namubiitile chikhabi ne alarama owe chikhabi,isaka alitetemeka sana kisha akauliza kuwa na nina aliyewinda mnyama kisha akaniletea nikala kabla hujaja kisha na atabaki mwenye baraka
isaaka areenga lukali mala areeba ali ne naanu oayile esangi mala andereerera nalia ne okhecha ta mala namubiitile chikhabi ne alarama owe chikhabi,isaka alitetemeka nina kabla kisha akauliza kuwa na nina aliyewinda mnyama kisha akaniletea nikala sana hujaja kisha na atabaki mwenye baraka
nga esau aulila khu kamakhua ka raraawe alila lukali ne burafu nealoma papa nosiima mbiite waandayo akhaba sesi isaaka amubolela ali waandayo echile ambea mala aabukule ekhabi yowo,wakati esau alisikia kwa maneno ya babake alilia sana na kwa uchungu na kusema kuwa baba ukipenda nibariki hata na mimi isaaka akamwambia kuwa ndugu yako alikuja akanidanganya kisha akachukua baraka zako
nga esau aulila khu kamakhua ka raraawe alila lukali ne burafu nealoma ali papa nosiima mbiite akhaba sesi isaaka amubolela ali waandayo echile ambea mala aabukule ekhabi yowo,wakati esau alisikia kwa maneno babake alilia sana na kwa akamwambia na kusema kuwa baba ukipenda nibariki hata na mimi isaaka uchungu kuwa yako alikuja akanidanganya kisha akachukua baraka zako
esau aloma ali se bamutiukha bali yakobo mu bungali luno mubweyaangu khabili ne eyesia lukhola bwase,esau akasema kuwa si walimwita yakobo ka ukweli hii ni mara ya pili akijiweka kwa nafasi yangu
esau aloma ali se bamutiukha bali yakobo mu bungali luno lukhola khabili ne eyesia mubweyaangu bwase,esau kuwa si walimwita yakobo ka ukweli hii ni mara ya pili akijiweka kwa nafasi yangu
aabukula kumukabwa kase omwana kwe khuuba omwana omubele ne luno ambukule chikhabi chase,alichukua sehemu yangu ya kifungua mimba na leo amenichukua baraka zangu
aabukula kumukabwa kase kwe khuuba omwana omubele ne luno ambukule chikhabi chase,zangu sehemu yangu ya kifungua mimba na leo amenichukua baraka alichukua
areeba raraaweali ese seundekheelekho ekhabi tawe,akaulizababake kuwa hukuniachia mimi baraka
areeba raraaweali seundekheelekho ese ekhabi tawe,akaulizababake kuwa mimi baraka
isaaka omwami aakobosia esau ali namukholile abe omwami khwiwe lundi namuele bawandaye bewe boosi babe bakholi bewe,isaka akamjibu esau kuwa nimemfanya awe mfalme kwako tena nimempa ndugu wake wote wawe watumishi wake
isaaka aakobosia esau ali namukholile abe omwami khwiwe lundi namuele bawandaye bewe boosi babe bakholi bewe,isaka akamjibu kuwa esau kuwa nimemfanya awe mfalme kwako tena nimempa ndugu wake wote wawe watumishi wake
namuele bikeswa ne namuele ndali,nimempa nafaka na divai
namuele bikeswa ne ndali,nimempa divai nafaka na divai
nono ewe mwana wase ewe khukholela sina,sasa wewe mwanangu nakufanyia nini
nono ewe mwana wase khukholela sina,sasa wewe mwanangu nakufanyia
esau ekoonjelela rarawe ali se oli ne ekhabi yakhaba ndala yongene tawe paapa,esau akamuomba babake kuwa wewe huna baraka hata ikiwa tu moja baba
esau ekoonjelela rarawe ali ewe se oli ne ekhabi yakhaba ndala yongene tawe paapa,esau babake kuwa wewe huna baraka hata ikiwa tu moja baba
paapa aakhaba aakhaba seesi mbiite,baba hata nami nibariki
paapa aakhaba seesi mbiite,baba nami hata nibariki
mala esau esau aalila,kisha esau akalia
mala esau aalila,akalia kisha esau akalia
nio isaaka aamukobosia olamenya mu sibala sikhali sie ngakha tawe soolanyoola luume lulwama mwikulu tawe,ndipo isaka akamjibu kuwa utaishi kwa nchi isiyokuwa na manono na hutapata umande kutoka mbinguni
nio isaaka aamukobosia ali olamenya mu sibala sikhali sie ngakha tawe soolanyoola luume lulwama mwikulu tawe,ndipo isaka akamjibu kuwa utaishi kwa nchi isiyokuwa na manono na hutapata umande manono kutoka mbinguni
olameenya khwowo embalu yowo ne olikholela waandayo ne kekhali no olimwakhakho olifunaka lichooki liewe khukhwaama khwikosi sikila,utaishi kwa upanga wako na utamtumikia nduguyo isipokuwa utamponyoka utavunja kongwa lake kutoka shingoni mwako
olameenya sikila embalu yowo ne olikholela waandayo ne kekhali no olimwakhakho olifunaka lichooki liewe khukhwaama khwikosi khwowo,utaishi kwa upanga wako mwako utamtumikia nduguyo isipokuwa utamponyoka utavunja kongwa lake kutoka shingoni na
esau ekhere abiyila yakobo sikila chikhabi nicho raarawe aaba na abitileyakobo mala esau aloma ekhere aali chindalo cha khulila paapa chilikho chimbia mala ekhere yakobo,esau akamchukia yakobo kwa sababu ya baraka ambazo babake alikuwa amebariki yakobo kisha esau akasema kuwa siku za kulia baba ziko zinakaribia kisha nitamuua yakobo
esau abiyila yakobo sikila chikhabi nicho raarawe aaba na abitileyakobo mala esau aloma aali chindalo cha khulila paapa chilikho chimbia mala ekhere yakobo,esau yakobo kwa sababu ya baraka ambazo babake alikuwa amebariki yakobo kisha esau akasema kuwa siku za kulia baba ziko zinakaribia ziko kisha nitamuua yakobo
omukhulu kakhali rabeka aulila kamakhuwa ka esau omwana wewe ne,isipokuwa rabeka alisikia maneno ya esau mtoto wake kifungua mimba
ne kakhali rabeka aulila kamakhuwa ka esau omwana wewe omukhulu,isipokuwa rabeka alisikia maneno ya esau wake kifungua mimba
arumania alaanga yakobo omwana wewe omuromala amuboolela ali waandayo esau alikho aoleelesia ne lilibaasia ewe khwiira lie,alituma kumwita yakobo mtoto wake kitinda mimba kisha akamwambia kuwa nduguyo esau ako anaomboleza na anawizia kukuua wewe
arumania alaanga yakobo omwana wewe omuromala amuboolela ali waandayo esau alikho aoleelesia ne lilibaasia lie khwiira ewe,alituma mimba kumwita yakobo mtoto wake kitinda mimba kisha akamwambia kuwa nduguyo esau ako anaomboleza na anawizia kukuua wewe
