Original,Translation
esie menyanga nende kuhuwange huvera kuhuwange asunganga olumarachi,mimi naishi na nyanyangu kwa sababu nyanyangu huzungumza kimarachi
niye yakorwa luswairi esie ndajama hulomaloma lumarachi,yeye hajui kiswahili mimi napenda kuzungumza kimarachi
esie mwene ni mumarachi wa tingolo,mimi mwenyewe ni mumarachi wa tingolo
esunganga lumarachi ehuvera ni luga olwa vevusi vaange,nazungumza kimarachi kwa sababu ni lugha ya wazazi wangu
huri nende vevusi vandi avalahanyala husunga lumarachi esie husunganga lumarachi hukiranga vandu vathia hukona,tuko na wazazi wengine wasioweza kuzungumza kimarachi mimi kuzungumza kimarachi huwa kunafanya watu kwenda kulala
asia wefu ni butula khurula mdala mwa ogwindi mulukongo wa butula,mimi kwetu ni butula tunatoka kwa boma ya ogwindi kijijini butula
asunganga olumarachi ni luga lwefwe huvera lukiranga khuurisania nende bandu bangi,mimi hunena kimarachi lugha yetu kwa sababu hufanya tunasikiliza na watu wengi
baba wange ni mumarachi naye mama wange ni mu bukusu hurula kakamega,babangu nu mumarachi naye mamangu ni mbukusu kutoka kakamega
omuyaka kwa korona,ugonjwa wa korona
omuyaka kuno kwatsaka omwika kwa elfu tsibiri nende kumi ns tisa,huu ugonjwa ulianza mnamo mwaka wa elfu mbili na kumi na kumi na tisa
omuyaka kuno kwengira mukenya ni batsaka khubola mbwe abandu bafuale bifunikhiro wikhale mudala nomba notsenda ofuale sifunikhiro,huu ugonjwa uliingia kenya na wakaanza kusema kuwa watu wavae barakoa wakae nyumbani au wakitembea wavae barakoa
ojamire akhaire olafwala sifunikhiro,umekataa umekubali utavaa barakoa
omanyire khuli nende bandu bangi sibenyanga okhufwala sifunikhiro dawe,unajua kunao watu wengi wasiopenda kuvaa barakoa
omanyire muyaka kuno nomululu muno nikutsaka okhoyere ofwale sifunikhiro,unajua kuwa huu ugonjwa ni mbaya sana ukianza unafaa kuvaa barakoa
muyaka ngekwatsaka abandu balama ni babola ee mama,ugonjwa huu ulipoanza walishtuka na kuomba
muyaka kuno kulera bandu bangi khushira bukwimwi,huu ugonjwa utawaua watu wengi kushinda ukimwi
mrutsi yabolela bandu bafwale bifunikhiro besabe makhono barekhe khutsia mumikhungano ne nibatsia mumikhungano beme are nende mundu ukhulonda,kiongozi aliwaambia watuwavae barakoa wanawe mikono wawache kuenda mikutano na wanapoenda mikutano wasimame mbali na mtu anayemfuata
mukhongo wa bulamu yabola mbu bandu barekhe khutsia mukelesia bekale mmadala,waziri wa afya alisema kuwa watu waache kuenda kanisa wakae nyumbani
basomi bakalukhe mumadala kefu,wanafunzi warudi nyumbani kwao
bebusi bali nende sibera mno,wazazi walikuwa na huruma sana
khulama nyasaye olarekha bandu baye banyahane musialo,tunamwomba mungu asiwawache watu wake wakahangaika duniani
ne wabola mbu wabali babiri nomba badaru olaba akari wabu,na ulisema kwamba walipo wawili au watatu utakuwa katikati yao
husaba mbu orukhonye khube nende bulamu bulayi,nakuomba utujalie tuwe na maisha mazuri
nasaye wandera msialo mno,mungu aliyenileta humu duniani
nako kongone onderekhere,ni hayo tu unisamehe
ingokho,kuku
ingokho niindari iri nende obukhonyi bukhongo ingokho yoosi iri nende mabaya ka khuburukha ingokho yamenya nende abaandu mubialo bikabukhane ni khandi irurereranga mabuyu nende bimwinyi,kuku ni mzuri ako na faida kubwa kuku pia ana ubaya wake wa kufugwa kuku anaishi na watu sehemu tofautitofauti tena hutupa mayai na vifaranga
abaandu baruka tsingokho khubera ibarereranga eriani mbole mbari abandu babula ingokho beekholanga sikhaya omundu yesiyesi owajama ingokho yeenyekhana khuiruka,watu walifuga kuku kwa sababu huwaletea mboga niseme kuwa ambao hawana kuku wanajifanya bure mtu yeyote ambaye anapenda kuku anastahili kumfuga
bimwinyi nibialulwa alafu bikhule olanyola nibakusia ili khunyola amapesa aka khurumikhira ni khandi olaba nende amaani aka khukurira tsingokho ebiakhuria kata ebakeni nibeetsa noobasinjira sa,vifaranga wakiaguliwa alafu wakue unapata wakiuzwa ili tupate pesa ya kutumia na tena utakua na nguvu ya kununulia kuku chakula hata wageni wakija unawachinjia tu
sindu sindi esia ingokho ikhonyanga ni niwiirusibwe musikuli noonyola mbari mudala mapesa kabulao onyala wabukula ingokho ndala nootsia oikusia khusiiro ili khunyola amapesa ka khurungu musikuli,kitu kingine ambacho kuku anasaidia ni ukifukuzwa shuleni na unapata kuwa nyumbani pesa haiku uneza chukua kuku moja na uuze sokoni ili upate pesa ya kulipa shuleni
khandi mabuyu onyola bafukire busuma ni inyanga ibira endio ingokho ni indayi lukari khuruke tsinyingi ili khumede ebindu bingi nikhukhola khurio buri sindu silatsia bilayi,tena mayai ukipata wamepikia ugali na siku inapita hivyo kuku ni nzuri sana tufuge wengi ili tuongeze vitu vingi tukifanya hivyo kila kitu kitaenda vizuri
bulayi bwa ingombe,umuhimu wa ngombe
ingombe neesindu sikhonyanga ingombe neisolo imenyaga nende abaandu khasikosananga nende nweneeyo khaba owalonga ingombe ni nyasaye khasibiri mbu yiinyikhana khuikusienge dawe,ngombe ni kitu kinachosaidia ngombe ni mnyama anayeishi na watu huwa hakosani na aliyemfuga aliyeumba ngombe ni mungu tena hatustahili kumuuza
ingombe iri nende malayi kayo makari ingombe yakorua khulomaloma nende omundu ingombe yinyikhana irie ni khandi inyue mpaka inyole khuba nende omubiri mulayi khandi yinyikhana inyole sindu nga lusi nende bunyasi ingombe iri nende bukhonyi bungi lukari,ngombe ana uzuri wake mkubwa ngombe hajui kuzungumza na mtu ngombe anastahili kula tena anywe paka apate kuwa na mwili mzuri tena anafaa apate kitu kama mabingobingo na nyasingombe anausaidizi mwingi sana
bukhonyi bua ingombe ni ebindu nga inyama eyakhuritsanga inyama eyo ndaijama lukari mudala khuri nende mabeere kabukhonya mabeere maboyu mayu nende akandi mangi,usaidizi wa ngombe ni vitu kama vile nyama ambayo tunala nyama hiyo naipenda sana nyumbani tuna maziwa hutusaidia maziwa mala safi na mengineyo
buadodo ni mbari eingombe neendayi lukari khandi iruberesianga eriseero onyala wakusia eriseero noonyola amapesa nootsa osia obusie eriani ni einyama ndaijama lukari,ukweli ni kwamba ngombe ni mzuri sana tena anatupa ngozi unaweza uza ngozi na upate pesa na unaenda unashaga unga mboga ni nyama napenda sana
ingombe,ngombe
ingombe ni siruke sirukwangwa nende abandu bangi lukari abandu baikhera lukari obwatoto ni khuba ingombe imenyanga nende abandu mungo mwabwe,ngombe ni mfugo anwyefugwa na watu wengi sana watu wanampenda sana ukweli ni kwamba ngombe anaishi na watu kwa boma za
omuruki wefwe unyala biosi yabilonga khulwa obunyala bwaye khulomaloma nabio ni biurira ni khasibiakhasunga tawe,siku hizi mtu anaweza kuzungumza nao hata kama hawawezi kuzungumza kiongozi wetu mueza yote aliwaumba kwa uwezo wake tunazungumza nao wanasikia nao hawawezi kuzungumza
ingombe iruberesinaga amabere khukasirianga obubiri nende khukaira amalware mangi,ngombe anatupea damu inayotupea afya nzema mwilini na kuzuia magonjwa mengi
engombe iruberesianga ebikhabindi eriani rilayi lukari nende amalasire ka khurumikhiranga nikhurira obusuma nomba nikhudasia ebikha bia basinja nikhunywa nikari amabisi endi,ngombe anatupea damu inayotupea afya nzema mwilini na kuzuia magonjwa mengi
amabaanga ka ingome ni omusala mulayi lukari onyala khuba mubusirikhi nobolerwa mbari obula amabaanga mumubiri kwao noorumwa khutsaka khweekhonyera amabanga ka ingombe khuonyale khukalusia bila amalware khandi mabi,damu ya ngombe ni dawa muzuri sana unaweza kuwa katika matibabu na unaambiwa ya kwamba hauna hauna damu mwilini mwako naunatumwa kwenda kutumia damu ya ngombe ndipo ukaweze kurudisha bila magonjwa mengine mabaya
bandi barukanga tsingombe khunyoola imbolera yokhuraka biakhuria biabwe,watu hufuga ngombe kupata mbolea yakupandia vyakula vya
bikha bindi bakusinga khubanyole matongolo kakhukobera abana babwe musikuli nende abene khuekhonyera,wakati mwingine huuza ili wapate pesa yakupelekea watoto wao shuleni na wao wenyewe kutumia
abandu basiange basaba muruke siruki sino mubungi musiriinde bilayi lukari khuluakhubera siosi ni siruki sia omulongi wefwe yasilonga ni sirukhonyanga likari mu tsishida tsiefwe tsia khunyolanga bikha biosi biosi,watu wangu nawaomba mfuge mfugo huyu kwa wingi mmutunze vyema kwa maana yeye pia ni mfugo wa muumba wetu alimuumba na anatusaidia sana kwa shida zetu tunazozikumba wakati wowote
ingombe,ngombe
mbukula ebikha bino khuborera bala abaruka tsingombe bulayi bua tsingombe ingombe ni siruke sia nyasaye nga mundu noolola ingombe ilole sa nga owaasio,nachukua furusa hii kuwaambia wale ambao wamefuga ngombe umuhimu wangpmbe ngombe ni mfugo wa mungu kama mtu ukimwona ngombe mwuone tu kama mwenzio
ingombe irukhonyanga khu biindu bisabi mberi nisiabola ako khuri nende imbia isabi eya tsingombe khuri nende tsingombe tsia kienyeji nende etsia igiredi tsingombe tsia kienyeji ni tsisurusi nibiula ekhikha bia khuremaka khurumikhiranga tsisuurusi tsia igiredi,ngombe hutusaidia kwa vitu vingi kwanza kabla niseme hayo tuna aina nyingi za ngombe tuna ngombe wa kienyeji na wa gredi ngombe wa kienyeji ni ndume inapowadia wakati wa kulima huwa tuna tumia ndume wa gredi
kando nende tsingombe tsia kienyeji khuri nende etsia igiredi tsingombe tsia igiredi tsirukhonyanga lukari bikha bia itsuri ebia khudekha itsai,kando na ngombe wa kienyeji tuna wa gredi ngombe wa gredi hutusaidia sana wakati wa asubuhi tunapopika chai
niimala niimbola mbari ingombe ni siruko silayi eria ndakhera lukari kata khukhira beebusi bange khumera baananga owino brian khurula sikura niimbola mbari ingombe ni sindu sia maana ni esia mwene ndajama ingombe,nikimaliza nasema kuwa ngombe ni mfugo mzuri ambaye napenda sana hata kuliko wazazi wangu kwa majina naitwa owino brian kutoka sikura nasema kwamba ngombe ni kitu cha maana mimi mwenyewe napenda ngombe
nekesa nende kukhu waye,nekesa na nyanya yake
nekesa yathia mumwalo khudaya mathi kokhunywa,nekesa alienda mtoni kuchota maji ya kunywa
nekesa yakutana nende mukhana,nekesa alikutana na msichana
mhana oyo yari athia khudaya mathi kukhu nyene yalinda mathi khurula itsuli mpaka ingolobe musirima,huyo msichana alienda kuchota maji nyanya yake alingoja maji kutoka asubuhi hadi usiku
kukhu nyene yaamua khukona kata bila khuria busuma,nyayake alilala hata bila kukula ugali
naye nekesa nende mukhana bachaka khuba tsimbakha thiobukheri yaparanga mbu yahadeshie mwana mhana omulayi sana wayari niyekombele,naye nekesa na rafike yake walianza kuhadithi ngano za mapenzi alidhania kwamba angeoa msichana mrembo sana aliyempenda
kata kario bazee vakhare sibakosa ni vabola mbu nolola vindu nibimetameta manya mbu vialongwa,hata hivyo wahenga hawakukosea waliposema ukiona vialea jua vimeundwa
kata kario nekesa nende mukhana kama kawaida yabu bendelea mpaka vakutana nende imbwa nende ipusi nibakendanga,hata hivyo nekesa alizidi kutembea hadi akakutana na mbwa na pakaa zikitembea
nekesa naye yari yajama khulondana nende bindu kama thimbwa mudala,nekesa naye alikuwa amependa kuambatana na vitu kama umbwa pale nyumbani
yebilira mbu yali nende mukhana nende khuchaka tsimbiro mpaka wabu,alisahau kwamba alikuwa na msichana na hivyo akaanza mbio hadi kwao
kata kario mukhana yadonga musirima yapara mbu khuyolere khane kuanyolekhane,hata hivyo msichana alibaki kwa giza alidhania kuwa amepata na kumbe ndio ameptwa
mukharakati eyo mukhana yanyola amakhuwa nikamushira majambazi kamwingira nende khumukholera sitendo nakhaywa khwiruha mpaka nyangaino,kwa hizo harakati msichana alipata maneno yanayomlemea magaidi walimvamia na kumfanyia kitendo cha unyama alichoshindwa kukimbia hadi wa leo
erio nirio lisoma riandasoma okhoyere okende nende mundu undi,na hivyo ndivyo nilijifunza kuwa unafaa kutembea na mtu mwingine
olumarachi ni lusungo lwefwe,kimarachi ni lugha yetu
khwajama lusungo olo khubera ni lwabebusi befwe bakhuliramo,tunaipenda lugha hiyo kwa sababu wazazi wetu walikulia ndani
anyuma awo bebusi befwe balusomanga kata lwetsanga mumarebo,hapo awali wazazi wazazi wetu walikwa wakikisoma na hata kilikwa kinatahiniwa
mama wange yanganiranga mbu yakholanga bilai mumarebo lumarachi,mama yangu alikuwa akinihadithia eti alikwa anafanya vizuri katika mtihani wa kimarachi
yabethanga inamba yamberi,yeye alikuwa nambari moja
kho lusungo olo nilulayi khwekomba lukalukwewo hulusome,kwa hivyo lugha hiyo ni nzuri nay kutamani kurudishwa tuisome
esie ndi nende miaka mahumi ehumi nende kane,mimi nina miaka kumi na minne
ndulanga mulukongo lwa madowa,huwa natoka kijiji cha madowa
ndajama lugha lwange,napenda lugha yangu
oluimbo,wimbo
ochelewe florence ochelewe,umechelewa florence umechelewa
olarusia florence olarusia ifaini,utatoa florence utatoa faini
ifaini ya shilingi mia thirano,faini ya shilingi mia tano
olarusia florence ifain olarusia ifaini,utatoa florence utatoa faini
ifaini ya shilingi elfu ndala,faini ya shilingi elfu moja
olarusia florence olarusia ifaini,utatoa florence utatoa faini
ikoras,kiitikio
ochelewe florence ochelewe,umechelewa florence umechelewa
olarusia florence olarusia ifaini,utatoa florence utatoa faini
abandu baruke tsingombe tsilabakhonya,watu wafuge ngombe watawasaidia
isafari isafari eyokhutsia khubebusi bange mombasa,safari ya kuenda kwa wazazi wangu mombasa
isafari eyokhutsia khubebusi bange mombasa,safari wangu kuenda kwa wazazi ya mombasa
yalio inyanga ndala entsie eya abebusi bange bananga entsie ewabali,kulikuwa na siku wazazi wangu walinialika niande walipokuwa
yalio inyanga ndala eya abebusi bange bananga entsie ewabali,kulikuwa na siku wazazi wangu walinialika wazazi niande walipokuwa
olwa inyanga eyo yola ndetayarisia evilai nga lwola itsuli ninanga eyo ouchinga neyetsa nikhwanza oluchendo,hiyo siku ilipowadia nijitayarisha vizuri nikamwita anayenibeba akaja tukaanza safari
olwa inyanga eyo yola ndetayarisia evilai nga lwola itsuli ninanga ouchinga neyetsa nikhwanza oluchendo,hiyo siku ilipowadia nijitayarisha vizuri nikamwita anayenibeba akaja tukaanza nijitayarisha safari
lwahuola ekhoere obukula omutoka kwetsa nekwitsule nembara ndole nomba nengore wange nyasaye khulwa okundi khandi kwetsa obulai okundi nenyola obweyango nendipa amatongolo akeisafari,tulipofika nilipofaa kuabiri gari gari lilikuja likiwa limejaa na kwa bahati njema ya maulana gari lingine lilikuja nikapata nafi nililipa nauli
lwahuola ekhoere obukula omutoka kwetsa nekwitsule nembara ndole nomba nengore khulwa nyasaye wange okundi khandi kwetsa obulai nenyola obweyango nendipa amatongolo akeisafari,tulipofika nilipofaa njema gari gari lilikuja likiwa limejaa na kwa bahati kuabiri ya maulana gari lingine lilikuja nikapata nafi nauli
obulayi olwa khwanza oluchendo khwenukha obulayi mamwala nekhali ne okhula handi netsia omutoka kwamala nikukomokha nikulinga kata engorirwe olunyuma kwenyola mbu khuli ambi omwibusi wange yalinda yoba isimu nangonya mbu olunyuma sinzulanga dawe mana yakhaywa siokhukhola,tulipoanza safari tulianza salama na tulipofika karibu na nilipokuwa nakwenda gari lilichukua mkondo mwingine kuenda mahali nisipojua mzazi wangu alikuwa ameningoja akapiga simu kuniuliza mbona sifiki alishindwa cha kufanya
obulayi olwa khwanza oluchendo khwenukha obulayi ne nekhali ambi okhula handi netsia omutoka kwamala nikukomokha nikulinga kata engorirwe olunyuma kwenyola mbu khuli mamwala omwibusi wange yalinda yoba isimu nangonya mbu sinzulanga dawe mana yakhaywa siokhukhola,tulipoanza safari tulianza ameningoja na tulipofika karibu na nilipokuwa nakwenda gari lilichukua mkondo mwingine kuenda mahali nisipojua mzazi kuniuliza wangu alikuwa salama akapiga simu kuniuliza mbona sifiki alishindwa cha kufanya
oluchendo lwange lwari lwa tsinyingi mana silwamala lwakamika dawe,safari yangu ilikuwa na mikosi mingi hadi haikukamilika
oluchendo lwange lwari lwa tsishida tsinyingi mana silwamala lwakamika dawe,safari yangu ilikuwa na safari mikosi mingi hadi haikukamilika
omwibusi wange mana yalinda yalola siavenyanga hubera imutoka imutoka yetsa yabiya ni huli ambi hula mana tsishida tsia khwabirirakho,mzazi wangu aliningoja akakiona kile alichotaka kwa maana gari lilikuja likaharibika tukiwa karibu kufika na hivyo tulipitia shida mingi
omwibusi wange mana yalinda yalola siavenyanga hubera imutoka yetsa yabiya ni huli ambi hula mana tsishida tsia khwabirirakho,mzazi wangu aliningoja lilikuja kile alichotaka kwa maana gari akakiona likaharibika tukiwa karibu kufika na hivyo tulipitia shida mingi
khwalinda imutoka mpaka vamala lakini inzala yanuma inyanga inamba bila kata huliakho sindu siosi,tulingoja watengeneze gari hadi wamalize lakini nilikuwa nahisi njaa kwa siku mzima sikuwa nimekula kitu chochote
khwalinda vakasie imutoka mpaka vamala lakini inzala yanuma inyanga inamba bila kata huliakho sindu siosi,tulingoja watengeneze gari hadi wamalize lakini nilikuwa njaa kwa siku mzima sikuwa nimekula kitu chochote
mana khurula ao ndeka makesi nende sindu sikhongo siandusia mbatsa mbu nzie mtauni sindakhanyolere kano dawe kata vaye kata kando nende ao nyasaye wange uno khulwokhuvera alolanga vilai vandu akhonynga hadi vali mtsishida ngesie ano ni khulwokhuvera yaninda mpaka mtauni ndola khuvevusi vange nga,kutokea hapo tulijifunza na nikajuta kilichonitoa nyumbani niende jijini singepatana na haya yote hata hivyo mungu wangu huona yote yanayowakumba watu walio na shida kama mimi alinilinda hadi nilipowafikia wazazi wangu jijini
mana khurula ao ndeka makesi nende sindu sikhongo siandusia mbatsa mbu nzie mtauni sindakhanyolere kano dawe kata vaye kata kando nende ao nyasaye wange uno alolanga vilai vyamakati hadi akhonynga vandu vali mtsishida ngesie ano ni khulwokhuvera yaninda mpaka nga ndola khuvevusi vange mtauni,kutokea hapo tulijifunza na nikajuta kilichonitoa nyumbani niende singepatana na haya yote hata hivyo mungu wangu huona yote yanayowakumba jijini walio na shida kama mimi alinilinda hadi nilipowafikia na wazazi wangu watu
bulayi bulayi bua ingokho,umuhimu wa kuku
bulayi bua ingokho,umuhimu umuhimu wa kuku
mbukula ebikha bino khulomalomera eingokho eingokho ni sindu sirukuangwa ingo nende omundu uria unyala khuirinda ingokho ireranga tsifaida tsisabi ingokho nooirisia bilayi inyala khurera ababuyu yaalula onyala khandi inyala magi abaana bangi abana abo kakhukhonya lukari khubakusia mapesa nibaalulwa yewe mwene,nachukua wakati huu kuzungumzia kuku kuku ni kitu kinachofugwa nyumbani na mtu yule ambaye anaweza mlinda kuku huleta faida nyingi kuku ukimlisha vizuri anaweza leta mayai mingi sana tena anaweza agua vifaranga wengi sana vufaranga hao wakiaguliwa unaweza wauza pesa mingi yakakusaidia wewe mwenyewe
mbukula ebikha bino khulomalomera eingokho eingokho ni sindu sirukuangwa ingo nende omundu uria unyala khuirinda ingokho ireranga tsifaida tsisabi ingokho nooirisia bilayi inyala khurera ababuyu magi lukari khandi inyala yaalula abaana bangi abana abo nibaalulwa onyala khubakusia mapesa masabi kakhukhonya yewe mwene,nachukua wakati huu kuzungumzia kuku kuku ni kitu kinachofugwa nyumbani na mtu yule ambaye anaweza mlinda kuku huleta faida nyingi kuku ukimlisha vizuri anaweza leta mayai mingi sana anaweza agua vifaranga wengi sana vufaranga hao wakiaguliwa wauza unaweza pesa mingi yakakusaidia
nibuadodo mbari ingokho biinyikhana obekho ninayo khubera onyala wabuogwa nende omukeni wao uria owa wajama khubeera khasiwakhaamborera mbari mbari nori nende ingombe onyala khuisinjira omundu mulala khubera ingombe eyo mukeni alairekha ni abuene nga luaibere ninayo ni bilakhutsuna ingokho ni sia mukeni anyala khuriakho siaduduya nibilayi mbari nori mundu abeekho nende ingokho kata ndala,ni ukweli kwamba kuku unastahili uwe naye kwa sababu unaweza pata mgeni wako yule ambaye unampenda bila kutarajia kwa sababu hauwezi niambia kuwa ukiwa na ngombe unaweza mchinjia mtu mmoja kwa maana ngombe huyo mgeni ataacha ilivyokuwa na itakuuma kuku ni kitu ambacho mgeni anaweza kula ikapungua ni vizuri kuwa mtu awe na kuku hata mmoja
nibuadodo mbari ingokho biinyikhana obekho ninayo khubera onyala wabuogwa nende omukeni wao uria owa wajama khubeera khasiwakhaamborera mbari nori nende ingombe onyala khuisinjira omundu mulala khubera ingombe eyo mukeni alairekha abuene nga luaibere ni bilakhutsuna ingokho ni sindu sia mukeni anyala khuriakho siaduduya nibilayi mbari mundu abeekho nende ingokho kata ndala,ni ukweli kwamba kuku unastahili uwe naye kwa sababu unaweza pata mgeni ni wako yule ambaye unampenda na kutarajia kwa sababu hauwezi niambia kuwa ukiwa na ngombe unaweza mchinjia mtu mmoja kwa ngombe huyo mgeni ataacha ilivyokuwa bila itakuuma kuku ni kitu ambacho mgeni anaweza kula ikapungua mgeni vizuri kuwa mtu awe kuku hata mmoja
ingokho munyumba khualula abaana bakhira makhumi karano omundu oirisia inyala khusomisia abaana bao khuerisia abeene bila khurindirisia esia oundi khuno nende khubera noorindirisia esindu sia mundu wundi olafua noobula siosisiosi ingokho ino bandu bairuka ni bandi bamenya ninayo inyala nibilayi ingokho niiba ni inyumba yayo,kuku anaweza kuagua watoto wanaoshinda kumi na tano akipata mtu wa kumlisha vizuri anaweza kukusomeshea watoto wakobila kungojea ya mtu mwingine hii ni kwa sababu ukingojea kitu cha mtu mwingine utakufa ukiwa hauna chochote kuku huyu watu wamemfuga na wengine wanaishi naye kwa nyumba ni vizuri kuku akiwa na nyumba yake kujilisha wenyewe kuku huyu watu wamemfuga na wengine wanaishi naye kwa nyumba ni vizuri kuku akiwa na nyumba yake
ingokho inyala khualula abaana bakhira makhumi karano niinyola omundu oirisia bilayi inyala khusomisia abaana bao khuerisia abeene bila khurindirisia esia oundi khuno ni khubera noorindirisia esindu sia mundu wundi olafua noobula siosisiosi ingokho ino bandu bairuka ni bandi bamenya ninayo munyumba nibilayi ingokho niiba nende inyumba yayo,kuku kumlisha kuagua watoto wanaoshinda naye na tano akipata mtu wa anaweza vizuri anaweza kukusomeshea watoto wakobila kungojea ya mtu mwingine cha kwa sababu ukingojea kitu ni mtu mwingine utakufa ukiwa hauna chochote kuku huyu watu wamemfuga na wengine wanaishi kumi kwa nyumba ni vizuri kuku akiwa na nyumba utakufa yake kujilisha wenyewe kuku huyu watu wamemfuga kitu na wengine wanaishi naye kwa nyumba ni kuku vizuri kuku akiwa na nyumba yake
selira misheli okwero,jina langu ni misheli okwero
selira liangeni misheli okwero,ni langu jina misheli okwero
nesie mbolanga ati nyendelea vilayi sana mumasomo nesie kange,nami nasema kuwa naendelea vizuri sana kwa masomo yangu
nesie mbolanga ati nyendelea vilayi sana mumasomo kange,nami nasema kuwa naendelea sana vizuri kwa masomo yangu
muno mshukula huichanga huekesia mafunzo mbalimbali,nawashukuru sana kwa kuja kufunza masomo mbalimbali
mshukula muno huichanga huekesia mafunzo mbalimbali,nawashukuru sana kwa kufunza masomo mbalimbali
musikuli muno hujamanga hufujwa mafunzo kama mathi nende kiswahilisayanzi sosoli nende ako niko kahusomanga musikuli,hapa shuleni tunakubali kufunzwa mafunzo kama hisabati na kiswahili sayansi na somo la jamii hayo ndiyo masomo tunayosoma shuleni
musikuli muno hujamanga hufujwa mafunzo kama mathi nende kiswahilisayanzi nende sosoli ako niko kahusomanga musikuli,hapa shuleni tunakubali kufunzwa mafunzo kama hisabati na kiswahili sayansi na somo la jamii hayo ndiyo masomo shuleni
masomo ni sana kabisa,masomo ni mazuri sana
masomo ni malayi sana kabisa,masomo ni mazuri
valimu alala na vanafuji vavolanga mbolanga ati nyenya mbali vecha vaange vavolanga ati mukhonyekho na valimu vange khu msiba kwange,walimu pamoja na wanafunzi nasema kuwa ati nataka rafiki zangu wanaosema nisaidieni na walimu wangu kwa msiba wangu
valimu alala na vanafuji mbolanga ati nyenya mbali vecha vaange vavolanga ati mukhonyekho na valimu vange khu msiba kwange,nisaidieni pamoja na wanafunzi nasema kuwa ati nataka rafiki zangu wanaosema walimu na walimu wangu kwa msiba wangu
olumarachi ni kabisa ludinyu,kimarachi ni kigumu sana
olumarachi ni ludinyu kabisa,ni kigumu sana
hucha mama wange yambolela ati ninjiikasa mumalebo alangova ati khukendela wa nyanya,ati mamangu aliniambia nikijikaza kwa mtihani atanipeleka kwenda kumtembelea nyanya
ati mama wange yambolela ati ninjiikasa mumalebo alangova hucha khukendela wa nyanya,ati mamangu aliniambia nikijikaza kwa mtihani atanipeleka kwenda nikijikaza kumtembelea nyanya
nidalavira malevo kange ka mwaka kuno nyole makisi nidalavira mia mbili na nane,nikipita mtihani wangu wa mwaka huu nipate alama mia mbili na nane
nidalavira malevo kange ka mwaka kuno nyole makisi mia mbili na nane,nikipita mbili mtihani wangu wa mwaka huu nipate alama mia mbili na nane
we can still talk about oluluhya oluluhya,tunaeza bado ongelelea kiluya
we can still talk about oluluhya,bado ongelelea kiluya
niludinyu kusema ukweli,kiluhya ni kigumu kusema ukweli
oluluhya niludinyu kusema ukweli,kiluhya ni kigumu kusema ukweli ukweli
esie ndi mluhya lakini nalukorwa,hata mimi ni mluhya lakini sikijui
ata esie ndi mluhya lakini nalukorwa,ni mimi hata mluhya lakini sikijui
nange ndula mulukongo lulangwa nange akany,nami natoka katika kijiji kiitwacho akany
nange ndula mulukongo lulangwa akany,nami natoka katika kijiji kiitwacho
sinyanga luundi ndatsia hukula omena vwa makhumi karano,siku moja nilienda sokoni kununua omena wa hamusini
sinyanga luundi ndatsia khusiro hukula omena vwa makhumi karano,siku moja nilienda kununua omena wa hamusini
obukhonyibwe,matumizi ya miti
obukhonyibwe misala,miti ya matumizi
omusala omurambi nomumera okunyala khumenya tsindato tsinyingi,mti ni mmea mrefu ambao huweza kuishi kwa miaka mingi
omusala nomumera omurambi okunyala khumenya tsindato tsinyingi,mti ni mmea mingi mrefu ambao huweza kuishi kwa miaka mingi
omusala nende kuli nende obukhonyi khubandu nende okhukasia ebindu bia tsimbao kubunji emisala kirwetsanga ebitabo nende emiuya kia khuyeranga,mti unamatumizi mengi sana kwa binadamu miti hutumika katika ujenzi wa nyumba miti pia hutumika katika kutengeneza vitu vya dhamana kama vile meza viti na vitanda miti pia hutumika katika kutengeneza vitabu viwandani na pia huleta hewa ambayo tunapumua
omusala kuli nende obukhonyi khubandu nende okhukasia ebindu bia tsimbao kubunji emisala kirwetsanga ebitabo nende emiuya kia khuyeranga,mti unamatumizi mengi sana kwa binadamu miti hutumika katika ujenzi wa nyumba miti pia hutumika katika kutengeneza vitu vya dhamana kama meza viti na vitanda miti pia hutumika katika kutengeneza vitabu na hewa huleta pia ambayo tunapumua
emisala kiekariranga omuyaka omukhula kwa matsi,miti huzuia upepo na mafuriko hufanya hivyo kwa kupitia mmomonyoko wa udongo
emisala kiekariranga omuyaka nende omukhula kwa matsi,miti huzuia hufanya na mafuriko upepo hivyo kwa kupitia mmomonyoko wa udongo
kikholanga kirio nikiekhonyera emisi kiakudisia riloba alala riloba ria akulu ribetsanga riangu emisi,hufanya hivyo kwa kutumia mizizi ya kuweka udongo pamoja
kikholanga kirio nikiekhonyera emisi kiakudisia riloba alala riloba ria akulu ribetsanga riangu,mizizi hivyo kwa kutumia hufanya ya kuweka udongo pamoja
riloba ria akulu ribetsanga riangu ribetsanga,udongo wa juu huwa mwepesi sana
riloba ria akulu ribetsanga riangu,udongo mwepesi juu huwa wa sana
khukwesua nende amatsi komukhula buli bienyekhana khalano mundu arake emisala mulukongo,kuvutwa na maji ya mafuriko kwa hivyo ni jukumu kwa kila mtu kupanda miti katika jamii yake
khukwesua nende amatsi komukhula khalano bienyekhana buli mundu arake emisala mulukongo,kuvutwa na maji ya mafuriko kwa hivyo ni jukumu kwa jukumu kila mtu kupanda miti katika jamii yake
khandi emisala kiekariranga omuyaka omuyaka khufunaka ebindu,miti pia huzuia upepo kuvunja vitu
